event_id,HitposX_0,HitposY_0,HitE_per_bar_0,HitBar_0,ClusterposX_0,ClusterposY_0,Cluster_Eng_0,N_Clusters_0,Cluster_Size_0,HitposX_1,HitposY_1,HitE_per_bar_1,HitBar_1,ClusterposX_1,ClusterposY_1,Cluster_Eng_1,N_Clusters_1,Cluster_Size_1,HitposX_2,HitposY_2,HitE_per_bar_2,HitBar_2,ClusterposX_2,ClusterposY_2,Cluster_Eng_2,N_Clusters_2,Cluster_Size_2,HitposX_3,HitposY_3,HitE_per_bar_3,HitBar_3,ClusterposX_3,ClusterposY_3,Cluster_Eng_3,N_Clusters_3,Cluster_Size_3,HitposX_8,HitposY_8,HitE_per_bar_8,HitBar_8,ClusterposX_8,ClusterposY_8,Cluster_Eng_8,N_Clusters_8,Cluster_Size_8,HitposX_9,HitposY_9,HitE_per_bar_9,HitBar_9,ClusterposX_9,ClusterposY_9,Cluster_Eng_9,N_Clusters_9,Cluster_Size_9,HitposX_10,HitposY_10,HitE_per_bar_10,HitBar_10,ClusterposX_10,ClusterposY_10,Cluster_Eng_10,N_Clusters_10,Cluster_Size_10,HitposX_11,HitposY_11,HitE_per_bar_11,HitBar_11,ClusterposX_11,ClusterposY_11,Cluster_Eng_11,N_Clusters_11,Cluster_Size_11
1756,[ 0.02149026 -0.03449744],[-0.03958837 -0.04577193],[1.9722023 1.8276851],[ 0 31],"[0.02149026282131672, -0.03449743986129761]","[-0.03958836570382118, -0.04577193036675453]","[1.9722023010253906, 1.8276851177215576]",2,2,[-0.00358773 -0.0036037 ],[0.00399433 0.00403707],[1.4611222 1.3377268],[ 0 31],"[-0.003587726503610611, -0.0036036986857652664]","[0.003994334489107132, 0.004037065431475639]","[1.4611221551895142, 1.3377268314361572]",2,2,[-4.4348631e-03 -5.4782972e+00 -4.7603865e+00 -4.4372506e-03],[9.8771676e-03 3.0960989e+01 3.1758526e+01 9.7636860e-03],[1.3740203  1.3932853  0.01672141 1.5115947 ],[ 0 28 29 31],"[-0.004434863105416298, -5.469783782958984, -0.004437250550836325]","[0.009877167642116547, 30.970447540283203, 0.00976368598639965]","[1.3740203380584717, 1.4100066423416138, 1.5115946531295776]",3,4,[0.13811515 0.13708672],[0.05984832 0.05923657],[1.9734296 1.001774 ],[ 0 31],"[0.13811515271663666, 0.13708671927452087]","[0.05984831601381302, 0.05923657491803169]","[1.973429560661316, 1.0017739534378052]",2,2,[-3.7430818e-03 -1.7518320e+01 -3.7292999e-03],[ 5.7699615e-03 -2.0588009e+01  5.7094246e-03],[1.5225369  0.49353084 1.2664273 ],[ 0 19 31],"[-0.003743081819266081, -17.518320083618164, -0.0037292998749762774]","[0.005769961513578892, -20.588008880615234, 0.005709424614906311]","[1.5225368738174438, 0.49353083968162537, 1.2664272785186768]",3,3,[-0.00351201 -0.00356335],[0.00423381 0.00419826],[2.4491558  0.19648588],[29 30],[-0.003515827003866434],[0.00423116609454155],[2.645641803741455],1,2,[-6.1659575e+00 -4.2982474e-03],[0.01136241 0.00905194],[4.2523875  0.43560195],[2 3],[-5.5934247970581055],[0.011147722601890564],[4.687989234924316],1,2,[0.12687407 0.12537244],[0.05307512 0.05209055],[1.0407466 1.4415982],[14 15],[0.1260020136833191],[0.05250334367156029],[2.482344627380371],1,2
1757,[ 0.01342622 -0.0242227 ],[-0.00558316  0.00212051],[1.6328356 1.8646218],[ 0 31],"[0.013426217250525951, -0.02422269992530346]","[-0.005583157297223806, 0.002120514865964651]","[1.6328356266021729, 1.8646217584609985]",2,2,[0.01251199 0.01252985],[-0.00432706 -0.0042828 ],[1.5083987 1.3599209],[ 0 31],"[0.012511988170444965, 0.012529851868748665]","[-0.004327062983065844, -0.00428280234336853]","[1.5083986520767212, 1.359920859336853]",2,2,[0.01016811 0.0102671 ],[-0.00391503 -0.00402488],[1.4091709 1.1425384],[ 0 31],"[0.010168114677071571, 0.010267104022204876]","[-0.003915029112249613, -0.004024875815957785]","[1.4091708660125732, 1.1425384283065796]",2,2,[0.23579124 0.18045998],[0.00944994 0.10763144],[1.8730495 2.024754 ],[ 0 31],"[0.23579123616218567, 0.18045997619628906]","[0.009449943900108337, 0.10763144493103027]","[1.8730494976043701, 2.024754047393799]",2,2,[0.01337147 0.01332357],[-0.00542159 -0.00535998],[1.3107365 1.2615738],[ 0 31],"[0.013371472246944904, 0.013323572464287281]","[-0.005421585403382778, -0.005359984003007412]","[1.3107365369796753, 1.2615737915039062]",2,2,[0.0126656  0.01271134],[-0.00401858 -0.00407087],[2.5262134  0.22707316],[29 30],[0.012669370509684086],[-0.004022891167551279],[2.753286600112915],1,2,[0.00365555 0.01136961],[-0.01700773 -0.00489024],[2.6525471 0.5584423],[2 3],[0.004997147712856531],[-0.014900301583111286],[3.210989475250244],1,2,[0.21032627 0.20710012],[0.00419293 0.00359266],[1.3930876 1.5581119],[14 15],[0.2086229920387268],[0.0038760111201554537],[2.951199531555176],1,2
1758,[-0.00580397 -0.00578246],[0.01830495 0.01820556],[1.6301979 1.6371131],[ 0 31],"[-0.005803972017019987, -0.005782461725175381]","[0.01830495335161686, 0.018205557018518448]","[1.6301978826522827, 1.637113094329834]",2,2,[-0.01828953 -0.00443721],[0.02830365 0.01419388],[3.7128549 1.2120247],[ 0 31],"[-0.018289534375071526, -0.004437214694917202]","[0.02830364741384983, 0.014193877577781677]","[3.7128548622131348, 1.2120246887207031]",2,2,[-0.00541369 -0.00548349],[0.02156481 0.02147788],[1.6396825 1.3750951],[ 0 31],"[-0.005413693841546774, -0.0054834866896271706]","[0.02156480774283409, 0.02147788181900978]","[1.6396825313568115, 1.3750951290130615]",2,2,[0.02588148 0.02641977],[0.1986378  0.19458166],[1.7222167 1.4766656],[ 0 31],"[0.025881478562951088, 0.02641976997256279]","[0.19863779842853546, 0.19458165764808655]","[1.7222167253494263, 1.4766656160354614]",2,2,[-0.00551489 -0.00545179],[0.01720016 0.01707005],[1.3805088 1.27923  ],[ 0 31],"[-0.005514887627214193, -0.0054517872631549835]","[0.017200160771608353, 0.017070051282644272]","[1.3805087804794312, 1.279229998588562]",2,2,[ 0.00638354 -0.00449059],[0.0341637  0.01348137],[2.73664    0.22347601],[29 30],[0.005562591832131147],[0.03260227292776108],[2.960115909576416],1,2,[-0.0059372 -0.0059446],[0.02061632 0.02057284],[2.4334612 0.4611794],[2 3],[-0.005938377697020769],[0.020609397441148758],[2.8946406841278076],1,2,[0.02894349 0.02928314],[0.1763382  0.17318612],[1.278237  1.5431474],[14 15],[0.029129259288311005],[0.17461417615413666],[2.8213844299316406],1,2
1759,[0.00718448 0.00702222],[-0.01172432 -0.01168024],[1.528049  1.1770042],[ 0 31],"[0.007184481713920832, 0.0070222183130681515]","[-0.0117243193089962, -0.011680237017571926]","[1.5280489921569824, 1.1770042181015015]",2,2,[0.0028955  0.00282203],[-0.01077375 -0.0106957 ],[1.5713973 1.1859701],[ 0 31],"[0.002895500510931015, 0.0028220312669873238]","[-0.01077374815940857, -0.010695697739720345]","[1.571397304534912, 1.1859700679779053]",2,2,[0.01412093 0.01384922],[-0.01148061 -0.01148418],[1.6100844 1.2683333],[ 0 31],"[0.014120933599770069, 0.01384921558201313]","[-0.011480606161057949, -0.011484176851809025]","[1.6100844144821167, 1.2683333158493042]",2,2,[0.11192052 0.09893784],[-0.39868635 -0.31161737],[1.7356565 1.740099 ],[ 0 31],"[0.11192052066326141, 0.09893783926963806]","[-0.39868634939193726, -0.311617374420166]","[1.735656499862671, 1.7400989532470703]",2,2,[-0.00317634  0.00559998],[-0.01979846 -0.01139968],[2.211423  1.4994439],[ 0 31],"[-0.003176340600475669, 0.005599978845566511]","[-0.019798455759882927, -0.011399677023291588]","[2.211422920227051, 1.4994438886642456]",2,2,[0.00214209 0.00228034],[-0.0102859  -0.01032608],[2.7171178  0.16726911],[29 30],[0.002150110900402069],[-0.010288231074810028],[2.8843870162963867],1,2,[0.01139832 0.0113364 ],[-0.01168262 -0.01169871],[2.4235783 0.7424812],[2 3],[0.01138379517942667],[-0.011686389334499836],[3.1660594940185547],1,2,[0.11916904 0.10372136],[-0.4210526 -0.3403871],[3.3220618  0.82576585],[14 15],[0.11609365791082382],[-0.4049934148788452],[4.147827625274658],1,2
1760,[ 0.04839297 -0.01181384],[0.00284983 0.00446689],[2.2848191 1.2892079],[ 0 31],"[0.04839296638965607, -0.011813836172223091]","[0.002849830314517021, 0.00446689035743475]","[2.2848191261291504, 1.289207935333252]",2,2,[-0.00630282 -0.00637835],[0.03477615 0.00370779],[1.6306654 1.2018572],[ 0 31],"[-0.00630282424390316, -0.00637835031375289]","[0.034776147454977036, 0.0037077884189784527]","[1.6306654214859009, 1.2018572092056274]",2,2,[-0.07758688 -0.01815873],[0.02815273 0.00420477],[1.8129115 1.296476 ],[ 0 31],"[-0.07758688181638718, -0.01815873198211193]","[0.02815273404121399, 0.004204766359180212]","[1.8129115104675293, 1.2964760065078735]",2,2,[-0.00221339 -0.00211213],[0.03640293 0.03613798],[1.4858913 1.4899687],[ 0 31],"[-0.0022133872844278812, -0.002112133428454399]","[0.036402929574251175, 0.03613797575235367]","[1.485891342163086, 1.4899686574935913]",2,2,[-0.01025716 -0.00100112],[0.00420408 0.02746213],[1.5365698 1.5275745],[ 0 31],"[-0.010257160291075706, -0.0010011181002482772]","[0.004204076714813709, 0.027462128549814224]","[1.5365698337554932, 1.5275745391845703]",2,2,[-0.00521325 -0.00534014],[0.00357331 0.00360179],[2.5473647  0.28095362],[29 30],[-0.005225855391472578],[0.003576143877580762],[2.8283183574676514],1,2,[-0.01625508 -0.01618542],[0.00419755 0.00419201],[2.6051326 0.4554851],[2 3],[-0.016244709491729736],[0.0041967215947806835],[3.060617685317993],1,2,[ 0.0144559  -0.00124005],[0.04467851 0.03364644],[1.6110433 1.5688659],[14 15],[0.006712019443511963],[0.039235636591911316],[3.1799092292785645],1,2
1761,[-0.00319786 -0.0032122 ],[-0.00552652 -0.00564877],[1.6482084 1.5571312],[ 0 31],"[-0.003197861136868596, -0.003212201176211238]","[-0.005526518449187279, -0.0056487745605409145]","[1.6482083797454834, 1.5571311712265015]",2,2,[-0.00401532 -0.00401992],[-0.00923179 -0.00931666],[1.3632457 1.5594888],[ 0 31],"[-0.004015320912003517, -0.004019916523247957]","[-0.009231786243617535, -0.009316660463809967]","[1.3632457256317139, 1.5594887733459473]",2,2,[-0.00407896  0.02144482],[-0.00255478 -0.0038442 ],[1.3180897 1.7881889],[ 0 31],"[-0.004078959580510855, 0.021444818004965782]","[-0.002554783131927252, -0.0038442029617726803]","[1.3180897235870361, 1.7881889343261719]",2,2,[0.1990004  0.19713488],[-0.38910067 -0.38597676],[1.7406573  0.92126644],[ 0 31],"[0.19900040328502655, 0.19713488221168518]","[-0.38910067081451416, -0.38597676157951355]","[1.7406573295593262, 0.9212664365768433]",2,2,[ 0.03391767 -0.0033258 ],[-0.00743828 -0.00669614],[1.831235  1.2642477],[ 0 31],"[0.03391767293214798, -0.003325802506878972]","[-0.007438283413648605, -0.006696136202663183]","[1.8312350511550903, 1.2642476558685303]",2,2,[-0.00412326 -0.00407243],[-0.00966496 -0.00973361],[2.4755335  0.27486387],[29 30],[-0.004118184093385935],[-0.00967181846499443],[2.7503974437713623],1,2,[-0.00379514 -0.00379528],[-0.00311345 -0.00315366],[2.146327  0.5284547],[2 3],[-0.0037951646372675896],[-0.003121391637250781],[2.6747817993164062],1,2,[0.17554633 0.17393725],[-0.3499028  -0.34722117],[2.0263033  0.77941775],[14 15],[0.17509934306144714],[-0.34915784001350403],[2.8057210445404053],1,2
1762,[-0.04826668  0.01724336],[-0.00864765  0.02479157],[1.9702832 1.5045995],[ 0 31],"[-0.04826667532324791, 0.017243364825844765]","[-0.008647649548947811, 0.024791574105620384]","[1.9702831506729126, 1.5045994520187378]",2,2,[-0.01428481 -0.01432129],[0.00458008 0.00454073],[1.3593081 1.283826 ],[ 0 31],"[-0.014284811913967133, -0.014321292750537395]","[0.004580079577863216, 0.004540725611150265]","[1.359308123588562, 1.2838259935379028]",2,2,[-0.13893443 -0.01571614],[0.14319146 0.01061157],[3.7940087 1.8387468],[ 0 31],"[-0.1389344334602356, -0.01571614295244217]","[0.14319145679473877, 0.010611571371555328]","[3.794008731842041, 1.8387467861175537]",2,2,[0.02212712 0.02105735],[0.2630197 0.2600099],[1.5300174 1.2407618],[ 0 31],"[0.022127121686935425, 0.021057354286313057]","[0.26301971077919006, 0.26000991463661194]","[1.530017375946045, 1.2407617568969727]",2,2,[-0.01415785 -0.0141671 ],[0.00759444 0.0074924 ],[1.6656609 1.2939874],[ 0 31],"[-0.014157852157950401, -0.014167102985084057]","[0.007594444788992405, 0.00749240443110466]","[1.6656608581542969, 1.2939873933792114]",2,2,[-0.01450811 -0.01455542],[0.00414349 0.00419585],[2.5854895  0.18342596],[29 30],[-0.014511244371533394],[0.004146955441683531],[2.7689154148101807],1,2,[-0.01500699 -0.01499122],[0.00976041 0.00973484],[2.571503  0.5323495],[2 3],[-0.015004288405179977],[0.009756021201610565],[3.1038525104522705],1,2,[0.011983   0.01017846],[0.23589766 0.2315671 ],[0.8106933 1.9145536],[14 15],[0.010715268552303314],[0.23285533487796783],[2.7252469062805176],1,2
1763,[-0.0371259  -0.18312454],[0.02341921 0.39538088],[2.450542  2.4944246],[ 0 31],"[-0.037125904113054276, -0.18312454223632812]","[0.023419208824634552, 0.3953808844089508]","[2.4505419731140137, 2.49442458152771]",2,2,[0.00497358 0.00075754],[ 0.00621114 -0.02395342],[1.3632329 1.5866756],[ 0 31],"[0.0049735805951058865, 0.0007575367926619947]","[0.006211136467754841, -0.023953422904014587]","[1.3632328510284424, 1.5866756439208984]",2,2,[0.00343532 0.00828418],[0.008946   0.11363927],[1.6971093 2.6231022],[ 0 31],"[0.0034353211522102356, 0.008284182287752628]","[0.008946000598371029, 0.11363927274942398]","[1.697109341621399, 2.6231021881103516]",2,2,[0.09239633 0.04715872],[-0.23932052 -0.20673254],[1.8110024 1.5619837],[ 0 31],"[0.0923963263630867, 0.04715872183442116]","[-0.2393205165863037, -0.20673254132270813]","[1.8110023736953735, 1.5619837045669556]",2,2,[0.00419453 0.00422596],[0.00696257 0.00690899],[1.3885971 1.7840134],[ 0 31],"[0.004194527864456177, 0.004225957207381725]","[0.006962572690099478, 0.006908988114446402]","[1.3885971307754517, 1.7840133905410767]",2,2,[0.00492997 0.00495069],[0.00638439 0.00638336],[2.521663   0.21141712],[29 30],[0.0049315690994262695],[0.006384312175214291],[2.7330801486968994],1,2,[0.09049039 0.01619595],[-0.08303446 -0.00722907],[2.7484329 0.7682757],[2 3],[0.07425970584154129],[-0.06647367775440216],[3.5167086124420166],1,2,[0.09756599 0.0980381 ],[-0.2097654  -0.20712313],[2.1305096 1.0532808],[14 15],[0.09772217273712158],[-0.20889128744602203],[3.183790445327759],1,2
1764,[1.4020184  1.8872584  0.01237442],[1.8267529  2.2095664  0.00247734],[2.5179691 2.0583804 1.2240758],[ 0  1 31],"[1.6202729940414429, 0.012374423444271088]","[1.9989373683929443, 0.0024773350451141596]","[4.576349258422852, 1.2240757942199707]",2,3,[0.00687146 0.00678883],[0.00121622 0.00128197],[1.2596141 1.4220829],[ 0 31],"[0.006871460936963558, 0.006788828410208225]","[0.0012162210186943412, 0.0012819722760468721]","[1.259614109992981, 1.4220829010009766]",2,2,[0.03437174 0.01561242],[-0.0254051   0.00525701],[1.67144  1.359105],[ 0 31],"[0.034371741116046906, 0.015612423419952393]","[-0.025405097752809525, 0.00525700906291604]","[1.6714400053024292, 1.3591049909591675]",2,2,[0.14825003 0.18562035],[0.27895606 0.2532354 ],[1.7238259 1.5199441],[ 0 31],"[0.1482500284910202, 0.18562035262584686]","[0.2789560556411743, 0.253235399723053]","[1.7238259315490723, 1.5199440717697144]",2,2,[-0.01557633  0.01124035],[-0.03913097  0.0016551 ],[4.1522617 1.2195519],[ 0 31],"[-0.015576334670186043, 0.011240348219871521]","[-0.03913096711039543, 0.0016550971195101738]","[4.152261734008789, 1.219551920890808]",2,2,[-0.01277508  0.00631807],[0.03462606 0.00150261],[3.4644938 0.2169824],[29 30],[-0.011649749241769314],[0.03267379850149155],[3.68147611618042],1,2,[0.01490354 0.02190682],[0.00450821 0.03055328],[2.257461  0.7044675],[2 3],[0.01656920835375786],[0.01070279348641634],[2.961928606033325],1,2,[-9.876067    0.22492273  0.13587633],[-24.35172      0.27095      0.26015636],[0.67065156 1.7671798  2.0041018 ],[ 0 14 15],"[-9.876067161560059, 0.17760245501995087]","[-24.351720809936523, 0.26521411538124084]","[0.6706515550613403, 3.7712817192077637]",2,3
1765,[0.03353876 0.00068221],[ 0.02183354 -0.0018604 ],[2.2452054 1.5458007],[ 0 31],"[0.033538755029439926, 0.0006822074647061527]","[0.021833544597029686, -0.001860402524471283]","[2.2452054023742676, 1.5458006858825684]",2,2,[-0.00064351 -0.00064088],[-0.00146906 -0.00149045],[1.4823087 1.1861684],[ 0 31],"[-0.000643512757960707, -0.0006408810149878263]","[-0.0014690605457872152, -0.0014904466224834323]","[1.4823087453842163, 1.1861684322357178]",2,2,[0.00015642 0.00013939],[-0.00312552 -0.00306448],[1.3910882 1.3207903],[ 0 31],"[0.00015642287326045334, 0.00013938976917415857]","[-0.0031255155336111784, -0.0030644801445305347]","[1.3910882472991943, 1.3207902908325195]",2,2,[0.04367719 0.0440668 ],[-0.33442807 -0.32993767],[1.4193952 1.1553596],[ 0 31],"[0.0436771921813488, 0.04406680166721344]","[-0.334428071975708, -0.3299376666545868]","[1.4193952083587646, 1.1553596258163452]",2,2,[0.00030418 0.00024123],[-0.0015359  -0.00153448],[1.3008926 1.3137499],[ 0 31],"[0.0003041789459530264, 0.0002412333560641855]","[-0.0015358959790319204, -0.0015344779239967465]","[1.3008925914764404, 1.31374990940094]",2,2,[-0.02710298 -0.00049925],[-0.0059436 -0.0015085],[3.0309234 0.2245792],[29 30],[-0.025267738848924637],[-0.005637651309370995],[3.255502462387085],1,2,[6.742315e-05 6.891197e-05],[-0.00250869 -0.00249713],[2.101519   0.48476765],[2 3],[6.770221079932526e-05],[-0.002506521763280034],[2.586286783218384],1,2,[0.04737325 0.04897009],[-0.28962058 -0.2737562 ],[1.6388763 1.3066256],[14 15],[0.04808161407709122],[-0.2825831472873688],[2.9455018043518066],1,2
1766,[-0.26369584 -0.00982064],[-0.05444363 -0.00600974],[3.768753  1.2062072],[ 0 31],"[-0.2636958360671997, -0.009820635430514812]","[-0.05444363132119179, -0.006009736098349094]","[3.7687530517578125, 1.2062071561813354]",2,2,[-0.01011987 -0.01008301],[-0.00667652 -0.00672656],[1.3371255 1.4723516],[ 0 31],"[-0.010119874030351639, -0.010083011351525784]","[-0.006676522083580494, -0.006726560182869434]","[1.337125539779663, 1.4723515510559082]",2,2,[-0.00870878 -0.00869594],[-0.00684731 -0.00679016],[1.3498715 1.2006776],[ 0 31],"[-0.00870878342539072, -0.008695939555764198]","[-0.006847314536571503, -0.006790155079215765]","[1.3498715162277222, 1.2006776332855225]",2,2,[-0.02230071 -0.01774277],[-0.16370331 -0.12418064],[2.440794  2.9474425],[ 0 31],"[-0.022300712764263153, -0.017742767930030823]","[-0.1637033075094223, -0.1241806373000145]","[2.440793991088867, 2.9474425315856934]",2,2,[-0.00978361 -0.00981115],[-0.00585773 -0.00587184],[1.4403392 1.3963996],[ 0 31],"[-0.009783610701560974, -0.00981114897876978]","[-0.00585772842168808, -0.005871840286999941]","[1.440339207649231, 1.3963996171951294]",2,2,[ 0.00980238 -0.00994689],[-0.05500847 -0.00712489],[3.4218984  0.20014298],[29 30],[0.008711100555956364],[-0.05236257240176201],[3.6220412254333496],1,2,[-0.00872543 -0.00873723],[-0.00638464 -0.00636092],[2.3440022  0.46214512],[2 3],[-0.008727368898689747],[-0.006380731239914894],[2.806147336959839],1,2,[ 0.0057528  -0.01495802],[-0.0777175  -0.08785248],[1.8574976 1.1344991],[14 15],[-0.0021002888679504395],[-0.08156045526266098],[2.9919967651367188],1,2
1767,[0.02820448 0.02811681],[0.00223153 0.0022326 ],[1.5612675 1.2064104],[ 0 31],"[0.028204476460814476, 0.028116807341575623]","[0.0022315322421491146, 0.0022325986064970493]","[1.5612674951553345, 1.2064104080200195]",2,2,[ 2.4446268e-02 -4.8384506e+01 -3.3886471e+01  2.4365764e-02],[ 1.7399840e-03  2.5932926e+01 -4.4860008e+01  1.7367788e-03],[1.5882925  0.02643763 0.04913142 1.6249169 ],[ 0  2 11 31],"[0.024446267634630203, -48.38450622558594, -33.886470794677734, 0.02436576411128044]","[0.0017399840289726853, 25.932926177978516, -44.860008239746094, 0.0017367787659168243]","[1.5882924795150757, 0.026437634602189064, 0.04913141950964928, 1.624916911125183]",4,4,[0.03088956 0.03084081],[0.00040257 0.00052868],[1.6772624 1.3587179],[ 0 31],"[0.03088955581188202, 0.030840810388326645]","[0.00040256523061543703, 0.0005286805680952966]","[1.6772624254226685, 1.358717918395996]",2,2,[0.03057903 0.0193882 ],[0.21036144 0.27798703],[1.9835876 2.2601595],[ 0 31],"[0.030579030513763428, 0.01938820071518421]","[0.21036143600940704, 0.2779870331287384]","[1.983587622642517, 2.260159492492676]",2,2,[0.07895938 0.04784181],[-0.04825047 -0.00465718],[3.0623717 2.616245 ],[ 0 31],"[0.0789593756198883, 0.04784180596470833]","[-0.0482504740357399, -0.004657182842493057]","[3.0623717308044434, 2.6162450313568115]",2,2,[0.03299372 0.02390903],[-0.03520229  0.00210562],[3.176951   0.21157868],[29 30],[0.03242647275328636],[-0.032872799783945084],[3.3885295391082764],1,2,[ 0.05310285 -2.2444792  -3.2538846 ],[-0.00414372  1.4865096   2.3563468 ],[2.8824565 2.0325565 0.8794642],[2 3 4],[-1.2547532320022583],[0.8770062923431396],[5.794477462768555],1,3,[0.02594573 0.02527482],[0.18831474 0.18492107],[0.9979708 1.8105594],[14 15],[0.025513213127851486],[0.1861269623041153],[2.808530330657959],1,2
1768,[-0.0046626 -0.5387699],[-0.01115217 -2.2655773 ],[2.5429373 1.5323659],[ 0 31],"[-0.004662595689296722, -0.5387699007987976]","[-0.011152169667184353, -2.2655773162841797]","[2.5429372787475586, 1.5323659181594849]",2,2,[-4.9219532e-05  1.0727779e+01  2.2798868e+01 -3.6804151e-05],[-1.5176013e-02 -3.9811649e+01  2.3325680e+01 -1.5118239e-02],[1.4715288e+00 1.1902773e-02 8.7042124e-04 1.3127161e+00],[ 0  6 13 31],"[-4.921953222947195e-05, 10.727779388427734, 22.79886817932129, -3.6804151022806764e-05]","[-0.015176013112068176, -39.811649322509766, 23.325679779052734, -0.01511823944747448]","[1.4715287685394287, 0.011902772821485996, 0.0008704212377779186, 1.3127161264419556]",4,4,[-0.02021944 -2.7375338  -2.7171159  -0.00292854],[-0.00722962  0.8684833   0.8794004  -0.02180818],[2.7799513  0.56319416 2.9017286  1.301482  ],[ 0 29 30 31],"[-0.02021944336593151, -1.9784108400344849]","[-0.007229617331176996, 0.6320325136184692]","[2.779951333999634, 4.76640510559082]",2,4,[-0.14517716 -0.14366582],[0.08146089 0.07833067],[1.2814054 1.5071725],[ 0 31],"[-0.14517715573310852, -0.14366582036018372]","[0.08146089315414429, 0.07833066582679749]","[1.2814054489135742, 1.5071724653244019]",2,2,[-0.00081888  0.07863489],[-0.01657024 -0.27020007],[1.3297362 4.1574917],[ 0 31],"[-0.0008188780630007386, 0.07863488793373108]","[-0.016570240259170532, -0.27020007371902466]","[1.3297362327575684, 4.157491683959961]",2,2,[2.6091446e+01 5.3624940e-01 4.8575316e-02 1.2860588e-04],[ 2.3399632e+01 -2.7923515e-01 -4.8446584e-02 -1.4684923e-02],[7.4255480e-03 7.5032318e-01 7.4781842e+00 2.4620186e-01],[11 28 29 30],"[26.091445922851562, 0.09034495800733566]","[23.39963150024414, -0.06789904087781906]","[0.007425548043102026, 8.474708557128906]",2,4,[-0.99173945 -0.24413681],[0.10348719 0.06893457],[4.0061626 2.0174909],[2 3],[-0.7413462996482849],[0.09191454946994781],[6.023653507232666],1,2,[-0.13351294 -0.13194494],[0.05766664 0.05459232],[1.1440686 1.4577111],[14 15],[-0.13263443112373352],[0.05594417825341225],[2.6017796993255615],1,2
1769,[0.00167301 0.00156026],[-0.00178505 -0.00178815],[1.6798956 1.2898219],[ 0 31],"[0.0016730071511119604, 0.0015602567000314593]","[-0.0017850517760962248, -0.0017881529638543725]","[1.6798956394195557, 1.2898218631744385]",2,2,[-1.3746527e-03  1.2602889e+01 -1.4135949e-03],[-0.00386897 -1.4516646  -0.00386241],[1.5684373  0.67399013 1.1869801 ],[ 0  7 31],"[-0.0013746527256444097, 12.602889060974121, -0.0014135949313640594]","[-0.0038689703214913607, -1.4516645669937134, -0.0038624100852757692]","[1.5684373378753662, 0.6739901304244995, 1.186980128288269]",3,3,[0.0275181 3.2015843 0.0053509],[-9.1188457e-03 -2.0667439e+00 -4.5659105e-04],[1.976233   0.45829627 1.2462362 ],[ 0  1 31],"[0.625031054019928, 0.005350901745259762]","[-0.3964634835720062, -0.00045659104944206774]","[2.4345293045043945, 1.2462362051010132]",2,3,[-0.07092246 -0.04447723],[-0.26753575 -0.28713322],[2.2324746 1.9642661],[ 0 31],"[-0.07092246413230896, -0.04447723180055618]","[-0.2675357460975647, -0.28713321685791016]","[2.2324745655059814, 1.964266061782837]",2,2,[0.10078122 0.04683838],[0.47392505 0.00590898],[4.577913 2.589386],[ 0 31],"[0.10078121721744537, 0.04683838039636612]","[0.47392505407333374, 0.005908980034291744]","[4.5779128074646, 2.589385986328125]",2,2,[-0.00143567  0.05012607],[-0.00367395  0.1875451 ],[2.9904597 1.1521153],[29 30],[0.012904460541903973],[0.049507077783346176],[4.142575263977051],1,2,[0.00687226 0.00421266],[-0.06394281 -0.00087096],[3.7692597  0.46004468],[2 3],[0.006582965143024921],[-0.05708213895559311],[4.229304313659668],1,2,[-0.08779724 -0.08725013],[-0.27128673 -0.26834786],[1.7636629  0.95650154],[14 15],[-0.08760485053062439],[-0.27025333046913147],[2.7201645374298096],1,2
1770,[0.01348484 0.01349126],[-0.01641892 -0.01635349],[1.5871804 1.3321333],[ 0 31],"[0.013484843075275421, 0.013491256162524223]","[-0.016418922692537308, -0.016353493556380272]","[1.5871803760528564, 1.3321332931518555]",2,2,[-0.00460845  0.00082934],[ 0.04310945 -0.05030413],[2.1032233 1.856694 ],[ 0 31],"[-0.004608447663486004, 0.000829335127491504]","[0.04310945048928261, -0.05030413344502449]","[2.1032233238220215, 1.856693983078003]",2,2,[0.01056388 0.01068251],[-0.02146181 -0.02125873],[1.5172513 1.2285582],[ 0 31],"[0.010563884861767292, 0.010682507418096066]","[-0.02146180532872677, -0.021258726716041565]","[1.5172512531280518, 1.2285581827163696]",2,2,[-0.3499369  -0.34093207],[0.23092596 0.22578654],[0.7509265 1.9441552],[ 0 31],"[-0.34993690252304077, -0.34093207120895386]","[0.23092596232891083, 0.22578653693199158]","[0.7509264945983887, 1.944155216217041]",2,2,[0.01315101 0.01314673],[-0.01593663 -0.01585928],[1.5442318 1.3427185],[ 0 31],"[0.013151009567081928, 0.013146732933819294]","[-0.015936631709337234, -0.01585927978157997]","[1.5442317724227905, 1.342718482017517]",2,2,[ 0.04365166  0.01282132 -1.543342  ],[-0.00259902 -0.01346883  2.4222765 ],[2.9262245  0.19006298 0.01179052],[29 30 31],[0.03579661622643471],[0.00588049553334713],[3.128077983856201],1,3,[0.01167114 0.01169489],[-0.01969575 -0.0196396 ],[2.6423945 0.5567016],[2 3],[0.011675271205604076],[-0.019685979932546616],[3.199096202850342],1,2,[-0.4073408  -0.36402696],[0.09135708 0.12678483],[1.1480544 2.2375903],[14 15],[-0.3787144720554352],[0.11477146297693253],[3.3856446743011475],1,2
