event_id,HitposX_0,HitposY_0,HitE_per_bar_0,HitBar_0,ClusterposX_0,ClusterposY_0,Cluster_Eng_0,N_Clusters_0,Cluster_Size_0,HitposX_1,HitposY_1,HitE_per_bar_1,HitBar_1,ClusterposX_1,ClusterposY_1,Cluster_Eng_1,N_Clusters_1,Cluster_Size_1,HitposX_2,HitposY_2,HitE_per_bar_2,HitBar_2,ClusterposX_2,ClusterposY_2,Cluster_Eng_2,N_Clusters_2,Cluster_Size_2,HitposX_3,HitposY_3,HitE_per_bar_3,HitBar_3,ClusterposX_3,ClusterposY_3,Cluster_Eng_3,N_Clusters_3,Cluster_Size_3,HitposX_8,HitposY_8,HitE_per_bar_8,HitBar_8,ClusterposX_8,ClusterposY_8,Cluster_Eng_8,N_Clusters_8,Cluster_Size_8,HitposX_9,HitposY_9,HitE_per_bar_9,HitBar_9,ClusterposX_9,ClusterposY_9,Cluster_Eng_9,N_Clusters_9,Cluster_Size_9,HitposX_10,HitposY_10,HitE_per_bar_10,HitBar_10,ClusterposX_10,ClusterposY_10,Cluster_Eng_10,N_Clusters_10,Cluster_Size_10,HitposX_11,HitposY_11,HitE_per_bar_11,HitBar_11,ClusterposX_11,ClusterposY_11,Cluster_Eng_11,N_Clusters_11,Cluster_Size_11
1771,[-0.00017692  0.02189467],[-0.00310746  0.01127247],[1.2822497 1.6912285],[ 0 31],"[-0.00017691781977191567, 0.02189466543495655]","[-0.0031074557919055223, 0.011272472329437733]","[1.2822496891021729, 1.6912285089492798]",2,2,[0.00148169 0.00150093],[-0.00442696 -0.0044403 ],[1.3826082 1.1188014],[ 0 31],"[0.0014816877664998174, 0.001500930986367166]","[-0.004426961299031973, -0.004440295044332743]","[1.38260817527771, 1.1188013553619385]",2,2,[-0.00229798 -0.00225664],[-0.00234709 -0.00235606],[1.658098  1.3517199],[ 0 31],"[-0.002297977451235056, -0.0022566404659301043]","[-0.002347088186070323, -0.0023560640402138233]","[1.6580979824066162, 1.351719856262207]",2,2,[-0.3617133 -0.3547582],[-0.11763086 -0.11574304],[0.7567042 1.9992908],[ 0 31],"[-0.3617132902145386, -0.35475820302963257]","[-0.11763086169958115, -0.11574304103851318]","[0.7567042112350464, 1.9992908239364624]",2,2,[0.00021156 0.00024375],[-0.00353307 -0.00357189],[1.4028184 1.1328766],[ 0 31],"[0.00021156299044378102, 0.0002437526563880965]","[-0.0035330678801983595, -0.003571894485503435]","[1.4028184413909912, 1.1328766345977783]",2,2,[0.00159867 0.01360124],[-0.00412235 -0.02096035],[2.6169531  0.52573186],[29 30],[0.00360655109398067],[-0.006939138751477003],[3.1426849365234375],1,2,[-0.00187785 -0.0018598 ],[-0.00239734 -0.00239353],[2.3466616  0.47486162],[2 3],[-0.0018748120637610555],[-0.0023966976441442966],[2.8215231895446777],1,2,[-0.3164014  -0.31190142],[-0.10523131 -0.10402449],[1.357471  1.2084162],[14 15],[-0.3142821192741394],[-0.1046629473567009],[2.565887212753296],1,2
1772,[0.00860223 0.00840261],[0.01346196 0.01338339],[1.7178282 1.5331903],[ 0 31],"[0.008602229878306389, 0.008402605541050434]","[0.013461964204907417, 0.013383391313254833]","[1.7178281545639038, 1.5331902503967285]",2,2,[-0.04915443 -0.21507573],[-0.06036708 -0.22785135],[2.8511465 2.684612 ],[ 0 31],"[-0.049154434353113174, -0.21507573127746582]","[-0.06036708131432533, -0.22785134613513947]","[2.8511464595794678, 2.6846120357513428]",2,2,[ 0.01529913 -0.00848807],[0.01567399 0.03947671],[1.469027  1.7765514],[ 0 31],"[0.015299128368496895, -0.008488070219755173]","[0.015673993155360222, 0.03947670757770538]","[1.469027042388916, 1.776551365852356]",2,2,[0.22405238 0.1181037 ],[-0.11049291 -0.07028047],[2.49245   1.0022446],[ 0 31],"[0.22405238449573517, 0.11810369789600372]","[-0.11049290746450424, -0.07028046995401382]","[2.492449998855591, 1.0022445917129517]",2,2,[-1.1369929  -0.46504402],[0.23664789 0.09655221],[3.2581863 1.6666067],[ 0 31],"[-1.1369929313659668, -0.4650440216064453]","[0.23664788901805878, 0.09655220806598663]","[3.2581863403320312, 1.6666066646575928]",2,2,[-0.0185954   0.00466649],[0.02533999 0.01217434],[4.7091694 0.2330251],[29 30],[-0.017498593777418137],[0.024719232693314552],[4.94219446182251],1,2,[0.01329085 0.01320289],[0.01479986 0.01477085],[2.7738183  0.51208746],[2 3],[0.013277141377329826],[0.014795336872339249],[3.2859058380126953],1,2,[0.10050616 0.09828185],[-0.06089386 -0.059712  ],[1.7371447 1.2898562],[14 15],[0.09955834597349167],[-0.060390252619981766],[3.027000904083252],1,2
1773,[-0.03259192 -0.0170785 ],[-0.08012468 -0.01245943],[1.8047614 1.5618773],[ 0 31],"[-0.032591916620731354, -0.017078502103686333]","[-0.08012468367815018, -0.012459427118301392]","[1.8047614097595215, 1.5618772506713867]",2,2,[-0.00655345 -0.07433221],[0.00671508 0.00355136],[1.3058251 1.8032733],[ 0 31],"[-0.006553445942699909, -0.07433221489191055]","[0.006715081632137299, 0.00355135602876544]","[1.305825114250183, 1.803273320198059]",2,2,[-0.00301575 -0.00309303],[0.00693604 0.00698067],[1.2889426 1.3104179],[ 0 31],"[-0.003015749389305711, -0.003093031933531165]","[0.006936040706932545, 0.0069806696847081184]","[1.288942575454712, 1.310417890548706]",2,2,[0.35238454 0.35017434],[-0.17697282 -0.17568353],[1.770624  0.7659384],[ 0 31],"[0.3523845374584198, 0.35017433762550354]","[-0.17697282135486603, -0.17568352818489075]","[1.770624041557312, 0.765938401222229]",2,2,[-0.00715222 -0.00712144],[0.00735129 0.00731751],[1.3408087 1.2193767],[ 0 31],"[-0.007152224890887737, -0.007121439091861248]","[0.007351291365921497, 0.0073175132274627686]","[1.3408087491989136, 1.2193766832351685]",2,2,[-0.00650493 -0.00646382],[0.00700983 0.00709879],[2.6845844  0.21829107],[29 30],[-0.00650184229016304],[0.007016519084572792],[2.9028754234313965],1,2,[-0.00411602 -0.00415373],[0.00708392 0.00707648],[1.9882748  0.45242545],[2 3],[-0.004123009275645018],[0.007082544267177582],[2.4407002925872803],1,2,[0.3160497  0.31230456],[-0.15566942 -0.1534925 ],[1.6184841 1.0869049],[14 15],[0.31454506516456604],[-0.1547948271036148],[2.7053890228271484],1,2
1774,[-0.00041505 -0.05374248],[ 0.00342631 -0.02646272],[1.5770274 2.0641448],[ 0 31],"[-0.0004150494060013443, -0.053742483258247375]","[0.003426307113841176, -0.026462716981768608]","[1.577027440071106, 2.0641448497772217]",2,2,[-0.00104604 -0.00103252],[0.00046868 0.00046348],[1.6378025 1.9297652],[ 0 31],"[-0.0010460425401106477, -0.0010325234616175294]","[0.0004686833417508751, 0.00046347687020897865]","[1.6378024816513062, 1.929765224456787]",2,2,[0.00217121 0.00208497],[0.00821519 0.00808212],[1.537729  1.6774038],[ 0 31],"[0.0021712100133299828, 0.00208497466519475]","[0.00821518711745739, 0.008082115091383457]","[1.537729024887085, 1.6774038076400757]",2,2,[ 0.19355026  9.443589   12.936321    0.17647614],[0.35286576 0.46981063 2.4600925  0.35599357],[1.8537943 0.0207072 1.6200255 1.3182658],[ 0  5  7 31],"[0.1935502588748932, 9.443589210510254, 12.936321258544922, 0.1764761358499527]","[0.3528657555580139, 0.4698106348514557, 2.460092544555664, 0.3559935688972473]","[1.8537943363189697, 0.020707201212644577, 1.6200255155563354, 1.3182657957077026]",4,4,[-0.00089884 -0.02328805],[0.00252369 0.02492809],[1.7421224 2.0793126],[ 0 31],"[-0.0008988394401967525, -0.023288046941161156]","[0.002523689065128565, 0.02492808923125267]","[1.7421224117279053, 2.079312562942505]",2,2,[-0.00095515 -0.00094761],[0.00054898 0.00050261],[2.5420952  0.21628761],[29 30],[-0.0009545542998239398],[0.0005453426856547594],[2.758382797241211],1,2,[0.00117946 0.00115153],[0.00714418 0.00709143],[2.41966    0.44794038],[2 3],[0.0011750966077670455],[0.007135938853025436],[2.867600440979004],1,2,[ 0.16996118  0.16563039  9.750908    9.854104   11.04094   ],[0.3242492  0.31902483 5.385509   5.1327457  7.333237  ],[0.75675875 1.8037126  0.53696734 2.5029833  0.06857377],[14 15 17 18 19],"[0.16691038012504578, 9.862460136413574]","[0.32056891918182373, 5.224950790405273]","[2.560471296310425, 3.1085243225097656]",2,5
1775,[ 0.01453228 -3.2385094   0.01437881],[0.0075035  1.005467   0.00741537],[1.5202036 0.8419548 1.2149158],[ 0 29 31],"[0.014532284811139107, -3.2385094165802, 0.014378813095390797]","[0.007503496017307043, 1.0054670572280884, 0.00741537194699049]","[1.5202035903930664, 0.8419548273086548, 1.2149157524108887]",3,3,[0.00879148 0.00874564],[0.0041113  0.00408023],[1.6184925 1.3175167],[ 0 31],"[0.008791479282081127, 0.008745643310248852]","[0.004111296497285366, 0.004080228973180056]","[1.6184924840927124, 1.3175166845321655]",2,2,[0.02088621 0.02064291],[0.01151627 0.01130997],[1.4260116 1.2580056],[ 0 31],"[0.020886214450001717, 0.020642906427383423]","[0.011516272090375423, 0.011309967376291752]","[1.426011562347412, 1.2580056190490723]",2,2,[-0.07462282 -0.08239281],[-0.1616673  -0.11033839],[2.2452588 1.349135 ],[ 0 31],"[-0.07462281733751297, -0.08239281177520752]","[-0.16166730225086212, -0.11033838987350464]","[2.2452588081359863, 1.3491350412368774]",2,2,[0.01296734 0.01280899],[0.00670679 0.00659569],[1.6146731 1.4419005],[ 0 31],"[0.012967342510819435, 0.01280898880213499]","[0.006706791464239359, 0.006595687009394169]","[1.614673137664795, 1.4419004917144775]",2,2,[0.00859915 0.00869009],[0.00374511 0.0038242 ],[2.3724418  0.19879395],[29 30],[0.008606183342635632],[0.0037512220442295074],[2.5712356567382812],1,2,[0.0186226  0.01853399],[0.00983388 0.00977519],[2.2575142 0.7203579],[2 3],[0.01860116235911846],[0.00981968268752098],[2.977872133255005],1,2,[-0.06686803 -0.06506948],[-0.09036015 -0.0879688 ],[1.4310338 1.2634691],[14 15],[-0.06602468341588974],[-0.08923883736133575],[2.694502830505371],1,2
1776,[-0.00173827 -0.00170673],[0.00167564 0.00164945],[1.3840626 1.1475677],[ 0 31],"[-0.0017382726073265076, -0.001706730225123465]","[0.001675642328336835, 0.0016494549345225096]","[1.384062647819519, 1.1475677490234375]",2,2,[-0.00186485 -0.00190318],[0.00083928 0.00083329],[1.3568242 1.3536373],[ 0 31],"[-0.0018648527329787612, -0.0019031844567507505]","[0.0008392832241952419, 0.0008332889410667121]","[1.3568241596221924, 1.3536373376846313]",2,2,[-0.0020292   0.09622604],[ 0.00434825 -0.04751939],[1.5685158 2.0286276],[ 0 31],"[-0.0020292014814913273, 0.0962260439991951]","[0.004348252899944782, -0.04751938581466675]","[1.5685157775878906, 2.028627634048462]",2,2,[0.0353389  0.03425854],[-0.39088017 -0.38637364],[1.7198579 1.3247436],[ 0 31],"[0.03533889725804329, 0.034258536994457245]","[-0.39088016748428345, -0.3863736391067505]","[1.719857931137085, 1.324743628501892]",2,2,[-0.00146198 -0.0014462 ],[0.00140642 0.00138605],[1.4595991 1.1140579],[ 0 31],"[-0.0014619803987443447, -0.0014461952960118651]","[0.0014064220013096929, 0.001386049436405301]","[1.4595991373062134, 1.1140578985214233]",2,2,[-0.00203866 -0.00200278],[0.0007671  0.00078936],[2.529906  0.3318025],[29 30],[-0.0020345007069408894],[0.0007696805987507105],[2.861708641052246],1,2,[-0.02387069 -0.00208411],[-0.00181076  0.00252377],[2.3349721 0.5001045],[2 3],[-0.020027561113238335],[-0.0010461562778800726],[2.8350765705108643],1,2,[0.02440142 0.0236185 ],[-0.34600073 -0.34291923],[1.6309888  0.71586776],[14 15],[0.024162601679563522],[-0.3450607657432556],[2.3468565940856934],1,2
1777,"[-4.26215399e-03  3.50617075e+00  3.59164858e+00  8.20448971e+00
  1.09718304e+01  1.19627085e+01  1.40781908e+01  1.42600975e+01
 -4.39447304e-03]","[ 1.3618315e-02  2.5663257e+00  2.7568750e+00 -2.4256222e+01
 -2.5692982e+01 -2.4393923e+01 -2.3975058e+01 -2.4237082e+01
  1.3546820e-02]","[1.4796480e+00 7.8279644e-01 2.1479499e+00 3.4646015e-04 1.3233410e-05
 6.4398497e-05 1.5666419e-05 2.8105785e-07 1.2500522e+00]",[ 0  1  2  4  6  7  8  9 31],"[2.3700809478759766, 8.204489707946777, 12.183646202087402, -0.0043944730423390865]","[1.8027162551879883, -24.256221771240234, -24.50703239440918, 0.013546819798648357]","[4.410394668579102, 0.0003464601468294859, 9.357937960885465e-05, 1.2500522136688232]",4,9,[-0.00641055 -0.00640341],[0.01071845 0.01067041],[1.3742718 1.4038036],[ 0 31],"[-0.006410545203834772, -0.006403411738574505]","[0.010718450881540775, 0.010670410469174385]","[1.3742717504501343, 1.4038035869598389]",2,2,"[-3.3358405e-03  2.5952599e+00  3.8607874e+00  9.8242159e+00
 -3.3475966e-03]",[ 0.01830327 -7.1149554   1.2165183  -5.6976914   0.01807394],[1.414662  0.3415874 3.1312814 2.5066595 1.2880129],[ 0  1  2  6 31],"[2.6538965702056885, 9.82421588897705, -0.0033475966192781925]","[0.2874201536178589, -5.697691440582275, 0.018073944374918938]","[4.88753080368042, 2.506659507751465, 1.2880128622055054]",3,5,"[  0.99043053   1.646331     7.107976     7.86442      9.507154
 -39.1352     -37.694847   -35.256344    18.980173    24.220984
 -22.687855   -21.946182   -20.707134   -11.092592    -7.5019217
  -1.9290928   -1.5938921 ]","[ -0.42436075  -0.556873   -33.346035   -33.67638     -6.7687297
   4.579377    -6.077375   -21.326843   -34.240406    15.840965
  -2.6733298   -2.3021457  -19.879461    17.603403   -58.30787
  -0.8521459   -0.789125  ]","[2.8613205e+00 2.2604349e+00 1.2974579e-07 1.7658016e-05 2.4806100e-01
 6.3459063e-04 8.4657572e-02 9.4436301e-04 5.4269424e-03 6.0705515e-06
 7.1980126e-02 4.3888185e-02 2.8071144e-01 1.3007580e-03 9.1762585e-04
 2.1242487e+00 4.5313010e+00]",[ 0  1  3  4  6  7  9 10 11 14 17 18 19 25 27 30 31],"[1.2799054384231567, 7.858901500701904, 9.383034706115723, -34.29071044921875, 24.220983505249023, -21.20376205444336, -11.092592239379883, -7.501921653747559, -1.7008779048919678]","[-0.48284366726875305, -33.67396926879883, -6.739772319793701, -7.914596080780029, 15.840965270996094, -14.811285972595215, 17.603403091430664, -58.30786895751953, -0.8092393279075623]","[5.121755599975586, 1.7787762772059068e-05, 0.24869559705257416, 0.09102887660264969, 6.070551535231061e-06, 0.3965797424316406, 0.001300757983699441, 0.0009176258463412523, 6.655550003051758]",9,17,[0.14293525 9.589044   8.471292   0.09121489],[  0.08078438 -30.103323   -29.448593     0.05480352],[3.3998077e+00 8.8311126e-04 1.4396909e-05 2.8367748e+00],[ 0 13 14 31],"[0.14293524622917175, 9.571113586425781, 0.09121488779783249]","[0.0807843804359436, -30.09282112121582, 0.054803524166345596]","[3.3998076915740967, 0.0008975081727840006, 2.8367748260498047]",3,4,[ 0.3473928   0.11139961 -0.00462461],[-0.62879264 -0.18132412 -0.00341612],[1.0986872 4.012098  0.5551862],[28 29 30],[0.14579223096370697],[-0.25066012144088745],[5.665971279144287],1,3,[ 1.2924819  1.2326989 13.998764   7.742462   9.358056 ],[  0.4879615    0.47738594  14.963089   -14.803483   -14.765979  ],[2.6008048e+00 3.0017095e+00 1.2352643e+00 4.3770616e-04 4.8568300e-03],[ 2  3 11 25 26],"[1.2604514360427856, 13.998764038085938, 9.224492073059082]","[0.48229533433914185, 14.963088989257812, -14.769079208374023]","[5.602514266967773, 1.2352643013000488, 0.005294536240398884]",3,5,"[  5.1983995    3.3219416    0.92329276  16.474562     5.598995
   7.3278923   -0.74594283 -25.877527   -11.419909    -1.9984523
   1.7656592   -4.9699435   -5.871763    29.968796    23.22961
   0.09330834  -1.6093675  -12.825126   -34.545372   -25.13451   ]","[-19.73189    -16.336054   -30.909122   -16.017567   -36.69069
  -8.704547    -5.7154303   -0.12225086   0.06261291 -33.672333
   3.5973747  -30.049623   -46.33896     12.121126    19.055334
 -32.22747     -6.89587    -20.443224   -27.842102   -24.915123  ]","[3.1170157e-01 5.7743549e-01 8.5690451e-01 4.0614214e-02 2.2211059e-03
 2.4543411e-01 7.4134812e-02 5.7830863e+00 2.5332258e+00 2.8196570e-01
 9.4299592e-02 3.0392190e-02 1.3056614e-01 7.2573863e-02 5.8280181e-02
 1.0428007e-04 9.8637808e-03 3.3744439e-01 5.8802828e-02 5.5599567e-06]",[ 2  4  5  6  7 10 11 14 15 16 17 18 19 22 26 27 28 29 30 31],"[5.198399543762207, 2.295541763305664, 5.454893112182617, -20.3190975189209, 29.968795776367188, -10.810117721557617]","[-19.731889724731445, -24.811687469482422, -8.01111888885498, -1.8825428485870361, 12.121126174926758, -16.13907241821289]","[0.31170156598091125, 1.4771753549575806, 0.319568932056427, 8.853535652160645, 0.07257386296987534, 0.4645010530948639]",6,20
1778,[-0.01161177  0.00547193],[0.01402485 0.00409151],[3.9611294 1.2336658],[ 0 31],"[-0.01161177083849907, 0.005471925716847181]","[0.014024848118424416, 0.004091514274477959]","[3.9611294269561768, 1.2336658239364624]",2,2,[0.0020462  0.00195243],[0.00284339 0.00278792],[1.6388521 1.3344989],[ 0 31],"[0.0020461955573409796, 0.0019524339586496353]","[0.002843386959284544, 0.0027879239059984684]","[1.6388521194458008, 1.3344988822937012]",2,2,[0.00702673 0.00698617],[0.00983069 0.00966793],[1.3912745 1.3732454],[ 0 31],"[0.0070267305709421635, 0.006986166350543499]","[0.009830685332417488, 0.009667926467955112]","[1.3912744522094727, 1.373245358467102]",2,2,[0.3970363 0.3943785],[0.05122287 0.05108039],[2.1855624 0.7192541],[ 0 31],"[0.3970363140106201, 0.39437851309776306]","[0.051222868263721466, 0.05108039453625679]","[2.1855623722076416, 0.7192540764808655]",2,2,[0.00430625 0.00417284],[0.00379032 0.00374238],[1.2643048 1.2241504],[ 0 31],"[0.004306248854845762, 0.004172839689999819]","[0.003790318500250578, 0.0037423812318593264]","[1.264304757118225, 1.2241504192352295]",2,2,[0.00137164 0.00139164],[0.00226683 0.0023202 ],[2.3976958  0.20833738],[29 30],[0.001373239909298718],[0.0022710931953042746],[2.6060330867767334],1,2,[0.00684871 0.00683291],[0.00776764 0.007693  ],[2.452154  0.7097176],[2 3],[0.006845162250101566],[0.007750881835818291],[3.1618714332580566],1,2,[0.39612788 0.3433271 ],[0.06873705 0.04823127],[1.9429706 1.5453022],[14 15],[0.37273716926574707],[0.05965300649404526],[3.4882726669311523],1,2
1779,[-0.00660115 -0.00652224],[0.00554755 0.00562206],[1.3168756 1.6657093],[ 0 31],"[-0.006601149681955576, -0.006522236857563257]","[0.005547553300857544, 0.00562206469476223]","[1.3168755769729614, 1.6657092571258545]",2,2,[-0.0045454   0.03339609],[ 0.00939235 -0.04212673],[1.4301343 1.9798926],[ 0 31],"[-0.004545396193861961, 0.03339609131217003]","[0.00939235184341669, -0.04212673008441925]","[1.4301342964172363, 1.979892611503601]",2,2,[-0.00918603 -0.00806104],[0.02375166 0.00204504],[1.6789421 1.2035835],[ 0 31],"[-0.009186032228171825, -0.00806103739887476]","[0.02375165745615959, 0.0020450414158403873]","[1.678942084312439, 1.2035834789276123]",2,2,[-0.12954548 -0.12795828],[0.46462044 0.45608988],[1.240992  1.8276665],[ 0 31],"[-0.12954548001289368, -0.127958282828331]","[0.464620441198349, 0.45608988404273987]","[1.2409919500350952, 1.8276665210723877]",2,2,[-0.0057613  -0.01497408],[0.00636189 0.05170913],[1.3246734 1.6272624],[ 0 31],"[-0.00576130161061883, -0.014974084682762623]","[0.00636188592761755, 0.0517091266810894]","[1.3246734142303467, 1.6272623538970947]",2,2,[-0.00457929 -0.0045231 ],[0.01020424 0.01022367],[2.283644   0.23183905],[29 30],[-0.004574107937514782],[0.010206034407019615],[2.5154829025268555],1,2,[-0.01867129 -0.00760555],[0.02229771 0.00326034],[2.997712   0.41075942],[2 3],[-0.017337745055556297],[0.020003488287329674],[3.4084713459014893],1,2,[-0.14121196 -0.11563637],[0.3881794  0.38925502],[1.3106213 2.036005 ],[14 15],[-0.12565238773822784],[0.38883376121520996],[3.3466262817382812],1,2
1780,[ 0.00476957 -2.5499656   0.00480094],[-5.6799030e-04 -3.1511532e+01 -4.9421878e-04],[1.3718282  0.05888968 1.2915268 ],[ 0 30 31],"[0.004769571125507355, -0.10660867393016815]","[-0.000567990296985954, -1.37464439868927]","[1.3718281984329224, 1.3504164218902588]",2,3,[ 0.0051965 -1.4036561],[ 9.4265759e-04 -2.8109493e+00],[1.3885118 3.788391 ],[ 0 31],"[0.005196497309952974, -1.4036561250686646]","[0.0009426575852558017, -2.8109493255615234]","[1.3885117769241333, 3.78839111328125]",2,2,[ 0.04004249 -0.03151538],[-0.02715725  0.00538269],[2.5936193 2.2350814],[ 0 31],"[0.04004249349236488, -0.03151538223028183]","[-0.0271572507917881, 0.005382693838328123]","[2.5936193466186523, 2.235081434249878]",2,2,[-0.09094439 -0.21450561],[0.567131  0.5540135],[2.8897629 2.684191 ],[ 0 31],"[-0.09094438701868057, -0.2145056128501892]","[0.567130982875824, 0.5540134906768799]","[2.8897628784179688, 2.6841909885406494]",2,2,[ 5.2672783e-03 -8.9205256e+00  5.2931453e-03],[-1.0921684e-04 -3.4122593e+01 -6.9115420e-05],[1.5827969  0.02366701 1.4722941 ],[ 0 11 31],"[0.005267278291285038, -8.920525550842285, 0.005293145310133696]","[-0.00010921683860942721, -34.12259292602539, -6.91154200467281e-05]","[1.5827969312667847, 0.02366701140999794, 1.4722940921783447]",3,3,[0.07052465 0.02229633 0.00486494],[-0.56156373 -0.07387307  0.0012427 ],[0.75731236 4.321793   0.19058594],[28 29 30],[0.02859683521091938],[-0.1412428766489029],[5.269691467285156],1,3,[-0.00660971  0.00376575],[-0.01188073 -0.00285972],[2.5430892  0.42428687],[2 3],[-0.005126184783875942],[-0.010590869933366776],[2.9673759937286377],1,2,[-0.16857633 -0.18108712],[0.4643     0.47587386],[0.4737101 2.6632788],[14 15],[-0.17919789254665375],[0.4741261303424835],[3.136988878250122],1,2
1781,[-1.6658247e-03 -9.2116947e+00 -1.7199579e-03],[-2.3712884e-03 -1.9046457e+01 -2.1430885e-03],[1.2369591  0.00480508 1.2490816 ],[ 0 26 31],"[-0.001665824675001204, -9.211694717407227, -0.0017199579160660505]","[-0.0023712883703410625, -19.046457290649414, -0.0021430884953588247]","[1.2369590997695923, 0.0048050847835838795, 1.2490816116333008]",3,3,[-0.06783629 -0.00449263],[0.00746398 0.00316935],[2.2806742 1.3642718],[ 0 31],"[-0.06783629208803177, -0.004492632579058409]","[0.007463980000466108, 0.0031693484634160995]","[2.2806742191314697, 1.3642717599868774]",2,2,[-0.00267528 -0.09748033],[-0.00848223 -0.10903331],[1.3286582 2.4504025],[ 0 31],"[-0.002675281371921301, -0.09748033434152603]","[-0.008482232689857483, -0.10903330892324448]","[1.3286582231521606, 2.4504024982452393]",2,2,[0.25377798 2.4170685  2.7712579  0.22679605],[ 0.08691761 -3.69074    -4.1565886   0.07646792],[1.780346  2.5604992 0.5130822 1.1960093],[ 0  1  2 31],"[1.6610462665557861, 0.22679604589939117]","[-2.354395627975464, 0.07646791636943817]","[4.853927135467529, 1.1960092782974243]",2,4,[ 7.1493022e-02  4.7693744e+00  4.0874543e+00 -2.2853489e-03],[ 1.5317293e-01  4.4307609e+00  1.0330135e+01 -3.5623129e-04],[2.8887472e+00 2.2852414e-03 8.1879701e-03 1.4107991e+00],[ 0  2  6 31],"[0.07149302214384079, 4.769374370574951, 4.087454319000244, -0.0022853489499539137]","[0.15317292511463165, 4.430760860443115, 10.330135345458984, -0.0003562312922440469]","[2.888747215270996, 0.0022852413821965456, 0.008187970146536827, 1.4107991456985474]",4,4,[-0.00481422 -0.00480148],[0.00346009 0.00346257],[2.5185099  0.28110492],[29 30],[-0.004812941886484623],[0.0034603369422256947],[2.799614906311035],1,2,[-0.00168107 -0.00167335],[-0.00788531 -0.00779731],[2.3612547 0.4552898],[2 3],[-0.0016798259457573295],[-0.007871082983911037],[2.816544532775879],1,2,[0.55251974 0.5476406 ],[-0.34623837 -0.3387973 ],[4.471232  1.8907218],[14 15],[0.5510696768760681],[-0.34402695298194885],[6.3619537353515625],1,2
